Title,North_America_Sales,Europe_Sales,Japan_Sales,Other_Sales,Global_Sales
Batman: Vengeance,0.13,0.05,0,0,0.18
Full Auto 2: Battlelines,0.14,0.02,0,0.02,0.18
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,0,0,0.18,0,0.18
The Adventures of Cookie & Cream,0.09,0.07,0,0.02,0.18
Van Helsing,0.13,0.04,0,0.01,0.18
Aliens: Colonial Marines,0.1,0.06,0,0.02,0.18
Splatterhouse,0.14,0.03,0,0.01,0.18
MindJack,0.07,0.08,0,0.03,0.18
Dark Souls II,0.08,0.08,0,0.02,0.18
Daigasso! Band Brothers P,0,0,0.18,0,0.18
Gun,0.14,0.04,0,0,0.18
World of Outlaws: Sprint Cars,0.17,0,0,0.01,0.18
Marvel Super Hero Squad: Comic Combat,0.13,0.04,0,0.01,0.18
SingStar Motown,0,0.16,0,0.02,0.18
Cabela's Legendary Adventures,0.17,0,0,0.01,0.18
F1 Challenge,0,0,0.18,0,0.18
Transformers: Dark of the Moon,0.1,0.07,0,0.02,0.18
Shadow Madness,0.1,0.07,0,0.01,0.18
Tom Clancy's Ghost Recon: Future Soldier,0.05,0.1,0,0.03,0.18
Tiger Woods PGA Tour 2004,0.13,0.05,0,0,0.18
Aliens: Infestation,0.1,0.06,0,0.02,0.18
Brink,0.06,0.09,0,0.03,0.18
The Game of Life / Yahtzee / Payday,0.13,0.05,0,0,0.18
American Chopper 2: Full Throttle,0.09,0.07,0,0.02,0.18
Dynasty Warriors: Gundam 3,0.11,0.04,0.02,0.01,0.18
FIFA 16,0.04,0.13,0,0.01,0.18
Silent Hill 4: The Room,0.14,0.04,0,0.01,0.18
Heavy Fire: Afghanistan,0.17,0,0,0.01,0.18
Commandos 2: Men of Courage,0.09,0.07,0,0.02,0.18
Doom (2016),0.06,0.1,0,0.01,0.18
Chuck E. Cheese's Party Games,0.17,0,0,0.01,0.18
Pro Evolution Soccer 2013,0.05,0.02,0.1,0.01,0.18
Pirates: Hunt For Blackbeard's Booty,0.08,0.08,0,0.02,0.18
FIFA Soccer 2002,0.14,0.04,0,0,0.18
Godzilla (2015),0.1,0.03,0.02,0.03,0.18
Race Pro,0.06,0.09,0,0.02,0.18
Atari Anniversary Edition Redux,0.1,0.07,0,0.01,0.18
Toukiden: The Age of Demons,0,0,0.18,0,0.18
Fireblade,0.09,0.07,0,0.02,0.18
Mercury Meltdown Revolution,0.16,0,0,0.01,0.18
Disney's Tarzan Untamed,0.14,0.04,0,0,0.18
WordJong Party,0.17,0,0,0.01,0.18
Brunswick Circuit Pro Bowling,0.1,0.07,0,0.01,0.18
Cabela's Dangerous Hunts 2009,0.09,0.07,0,0.02,0.18
Velvet Assassin,0.14,0.02,0.01,0.01,0.18
Ball Breakers,0.1,0.07,0,0.01,0.18
Mobile Suit Gundam Seed Destiny: Generation of C.E.,0,0,0.18,0,0.18
EyeToy: Groove,0.09,0.07,0,0.02,0.18
Twisted Metal: Small Brawl,0.1,0.07,0,0.01,0.18
Disgaea 4: A Promise Unforgotten,0.04,0.04,0.08,0.02,0.18
Charlie and the Chocolate Factory,0.14,0.04,0,0,0.18
Armored Core: Last Raven,0.05,0.04,0.08,0.01,0.18
Tomb Raider: Underworld,0.09,0.04,0,0.05,0.18
All Grown Up! Express Yourself,0.13,0.05,0,0,0.18
College Hoops 2K7,0.16,0,0,0.01,0.18
K-1 World Grand Prix,0.04,0.03,0.1,0.01,0.18
Skate it,0.14,0.02,0,0.01,0.18
Kidou Senshi Gundam: Senjou no Kizuna Portable,0,0,0.18,0,0.18
Otomedius Excellent,0.13,0,0.04,0.01,0.18
Super Robot Taisen A Portable,0,0,0.18,0,0.18
Juiced,0.13,0.04,0,0.01,0.18
Looney Tunes: Back in Action,0.13,0.05,0,0,0.18
Virtua Tennis,0.13,0.05,0,0,0.18
Tales of the Tempest,0,0,0.18,0,0.18
SimCity Creator (JP sales),0,0,0.18,0,0.18
Biohazard: Revival Selection,0,0,0.18,0,0.18
Sonic Riders: Zero Gravity,0.09,0.07,0,0.02,0.18
Driver: San Francisco,0.06,0.09,0,0.02,0.18
UFC: Sudden Impact,0.09,0.07,0,0.02,0.18
Shawn Johnson Gymnastics,0.17,0,0,0.01,0.18
NBA Hoopz,0.09,0.07,0,0.02,0.18
Captain America: Super Soldier,0.11,0.05,0,0.01,0.18
TRON: Evolution,0.12,0.04,0,0.01,0.18
Pac-Man World 3,0.16,0,0,0.01,0.18
ESPN X Games Skateboarding,0.13,0.05,0,0,0.18
Nancy Drew: The Hidden Staircase,0.16,0,0,0.01,0.18
Brunswick Cosmic Bowling,0.17,0,0,0.01,0.18
Star Wars: Battlefront II,0.02,0.13,0,0.03,0.18
Speedball 2100,0.1,0.07,0,0.01,0.18
LEGO Island 2: The Brickster's Revenge,0.1,0.07,0,0.01,0.18
College Hoops 2K8,0.16,0,0,0.01,0.18
FIFA 17,0.03,0.13,0,0.01,0.18
Fancy Nancy: Tea Party Time!,0.17,0,0,0.01,0.18
Backyard Basketball,0.13,0.05,0,0,0.18
Madden NFL 09,0.13,0.04,0,0.01,0.18
Scooby-Doo! Unmasked,0.13,0.05,0,0,0.18
Summon Night 4,0,0,0.18,0,0.18
Pro Yaky? Spirits 5,0,0,0.18,0,0.18
NHL 2004,0.13,0.04,0,0.01,0.18
Namco Museum: 50th Anniversary,0.13,0.04,0,0.01,0.18
You Don't Know Jack,0.16,0,0,0.01,0.18
Marvel Super Hero Squad: The Infinity Gauntlet,0.12,0.03,0,0.02,0.18
NFL 2K2,0.13,0.04,0,0.01,0.18
My French Coach,0.15,0.02,0,0.01,0.18
Camp Rock: The Final Jam,0.14,0.02,0,0.01,0.18
NBA Starting Five,0.09,0.07,0,0.02,0.18
Castlevania Judgment,0.13,0.02,0.01,0.01,0.18
Dead or Alive Paradise,0.07,0.02,0.07,0.02,0.17
The Suffering: Ties That Bind,0.09,0.07,0,0.02,0.17
Disney Sing It: Family Hits,0.11,0.04,0,0.02,0.17
Ashes Cricket 2009,0,0.16,0,0.02,0.17
EyeToy: Kinetic,0.09,0.07,0,0.02,0.17
Petz: Horseshoe Ranch,0.16,0,0,0.01,0.17
Army Men: Sarge's Heroes 2,0.09,0.07,0,0.02,0.17
Stormrise,0.13,0.02,0,0.02,0.17
Yu-Gi-Oh! Zexal World Duel Carnival,0,0.08,0.08,0.01,0.17
Winning Eleven: Pro Evolution Soccer 2007,0,0,0.17,0,0.17
Green Lantern: Rise of the Manhunters,0.09,0.05,0,0.03,0.17
Monkey Island: Special Edition Collection,0,0.14,0,0.04,0.17
Broken Sword: Shadows of the Templars - The Director's Cut,0.07,0.09,0,0.02,0.17
The Wild Thornberrys: Animal Adventures,0.1,0.07,0,0.01,0.17
MotoGP 10/11,0.04,0.1,0,0.04,0.17
Jikkyou Powerful Pro Baseball 2016,0,0,0.17,0,0.17
SEGA Bass Fishing Duel,0.09,0.07,0,0.02,0.17
Teen Titans,0.13,0.05,0,0,0.17
Hyperdimension Neptunia U: Action Unleashed,0.07,0.02,0.06,0.03,0.17
Sports Illustrated for Kids: Baseball,0.12,0.05,0,0,0.17
Fairytale Fights,0.11,0.04,0,0.02,0.17
Mark Davis Pro Bass Challenge,0.09,0.07,0,0.02,0.17
Rugrats: Royal Ransom,0.13,0.03,0,0,0.17
Warriors of Might and Magic,0.09,0.07,0,0.02,0.17
Open Season,0.13,0.03,0,0,0.17
The Chronicles of Narnia: Prince Caspian,0.14,0.02,0,0.02,0.17
Back to the Future: The Game,0.1,0.04,0,0.03,0.17
Project Spark,0.11,0.05,0,0.02,0.17
Backyard Sports Football: Rookie Rush,0.16,0,0,0.01,0.17
Street Fighter: The Movie,0.1,0.07,0,0.01,0.17
Lost in Blue 3,0.09,0.02,0.06,0.01,0.17
World Championship Poker,0.12,0.05,0,0,0.17
Global Defence Force,0,0,0.17,0,0.17
Rapala Fishing Frenzy 2009,0.16,0,0,0.01,0.17
Major League Baseball 2K6,0.13,0.03,0,0,0.17
Major League Baseball 2K9,0.16,0,0,0.01,0.17
SaGa 2: Hihou Densetsu - Goddess of Destiny,0,0,0.17,0,0.17
Smash Court Tennis Pro Tournament,0.08,0.07,0,0.02,0.17
The Cursed Crusade,0.07,0.07,0.01,0.03,0.17
Super Robot Taisen L,0,0,0.17,0,0.17
The Grim Adventures of Billy & Mandy,0.13,0.03,0,0,0.17
NBA Inside Drive 2004,0.13,0.04,0,0.01,0.17
The King of Fighters '97,0,0,0.16,0.01,0.17
Dungeon Siege III,0.08,0.08,0,0.02,0.17
Cabela's Big Game Hunter: Hunting Party,0.16,0,0,0.01,0.17
Time Commando,0.1,0.07,0,0.01,0.17
Professional Fisherman's Tour: Northern Hemisphere,0.16,0,0,0.01,0.17
Iron Chef America: Supreme Cuisine,0.16,0,0,0.01,0.17
Kekkaishi: Karasumori Ayakashi Kidan,0,0,0.17,0,0.17
Gretzky NHL 2005,0.08,0.07,0,0.02,0.17
FaceBreaker,0.13,0.03,0,0.02,0.17
Squeeballs Party,0.16,0,0,0.01,0.17
NCAA Football 09 All-Play,0.16,0,0,0.01,0.17
Yakuza Zero: The Place of Oath,0,0,0.17,0,0.17
The Hobbit,0.13,0.03,0,0,0.17
The Secret World,0.07,0.08,0,0.02,0.17
NHL 2K9,0.15,0.01,0,0.01,0.17
X-Men: The Official Game,0.16,0.01,0,0.01,0.17
True Crime: New York City,0.13,0.03,0,0,0.17
Metal Arms: Glitch in the System,0.13,0.04,0,0.01,0.17
PlayStation Move Heroes,0.08,0.06,0,0.03,0.17
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,0,0,0.17,0,0.17
Ice Age: Dawn of the Dinosaurs,0.08,0.07,0,0.02,0.17
ESPN Final Round Golf 2002,0.12,0.05,0,0,0.17
MDK2 Armageddon,0.08,0.07,0,0.02,0.17
Exhibition Volume 02,0.13,0.04,0,0.01,0.17
Watchmen: The End is Nigh - The Complete Experience,0.08,0.07,0,0.02,0.17
Fight Night Round 2,0.13,0.03,0,0,0.17
Sudoku Gridmaster,0.13,0.03,0,0.01,0.17
Disney's Atlantis: The Lost Empire,0.1,0.07,0,0.01,0.17
Power Pro Kun Pocket,0,0,0.17,0,0.17
The King of Fighters '97,0,0,0.17,0,0.17
Tamagotchi no Narikiri Challenge,0,0,0.17,0,0.17
Goosebumps HorrorLand,0.16,0,0,0.01,0.17
One Piece: Unlimited World Red,0.06,0.04,0.04,0.03,0.17
Space Battleship Yamato: Harukanaru Hoshi Iscandar,0,0,0.16,0.01,0.17
Sound Novel Evolution 1: Otogirisou Sosei-Hen,0,0,0.16,0.01,0.17
Dementium: The Ward,0.15,0.01,0,0.01,0.17
Psi-Ops: The Mindgate Conspiracy,0.13,0.04,0,0.01,0.17
SWAT: Global Strike Team,0.13,0.04,0,0.01,0.17
Despicable Me: The Game,0.05,0.08,0,0.04,0.17
MX World Tour Featuring Jamie Little,0.08,0.07,0,0.02,0.17
Goblin Commander: Unleash the Horde,0.08,0.07,0,0.02,0.17
Hello Kitty: Happy Party Pals,0.12,0.05,0,0,0.17
Ringling Bros. and Barnum & Bailey: Circus Friends,0.16,0,0,0.01,0.17
Backyard NFL Football '09,0.08,0.07,0,0.02,0.17
World Destruction League: Thunder Tanks,0.08,0.07,0,0.02,0.17
Shin Megami Tensei IV: Final,0.03,0,0.14,0,0.17
Age of Empires III: Complete Collection,0.01,0.12,0,0.03,0.17
Finding Nemo: Escape to the Big Blue,0.12,0.04,0,0.01,0.17
Backyard Baseball '10,0.08,0.07,0,0.02,0.17
Resident Evil Director's Cut: Dual Shock Edition,0,0,0.16,0.01,0.17
The Lord of the Rings: Aragorn's Quest,0.1,0.04,0,0.02,0.17
Top Spin 2,0.15,0.01,0,0.01,0.17
N3 II: Ninety-Nine Nights,0.06,0.07,0.04,0.01,0.17
The King of Fighters '95,0,0,0.16,0.01,0.17
RoadKill,0.08,0.07,0,0.02,0.17
Hanjuku Eiyuu Tai 3D,0,0,0.17,0,0.17
.hack//G.U. Vol.3//Redemption,0,0,0.17,0,0.17
Chuck E. Cheese's Party Games,0.16,0,0,0.01,0.17
Super Robot Taisen Compact 2 Dai-1-Bu,0,0,0.17,0,0.17
Looney Tunes: Back in Action,0.13,0.03,0,0,0.17
Tak: The Great Juju Challenge,0.12,0.05,0,0,0.17
Macross Ultimate Frontier,0,0,0.17,0,0.17
Cabela's Legendary Adventures,0.16,0,0,0.01,0.17
Jillian Michaels Fitness Ultimatum 2011,0.16,0,0,0.01,0.17
Pursuit Force: Extreme Justice,0.07,0.07,0,0.03,0.17
Backbreaker,0.16,0,0,0.01,0.17
Hunter: The Reckoning Redeemer,0.13,0.04,0,0.01,0.17
The Rise of the Argonauts,0.03,0.12,0,0.01,0.17
NHL 07,0.13,0.02,0,0.02,0.17
Pro Evolution Soccer 2014,0,0.03,0.14,0,0.17
Tokyo Xtreme Racer,0,0,0.17,0,0.17
Fighter Maker,0.05,0.04,0.07,0.01,0.17
Bee Movie Game,0.16,0,0,0.01,0.17
Backyard NFL Football '10,0.16,0,0,0.01,0.17
Professor Heinz Wolff's Gravity,0.04,0.12,0,0.02,0.17
Thief: Deadly Shadows,0.13,0.04,0,0.01,0.17
Buzz! Brain of the UK,0,0.15,0,0.02,0.17
NBA 09: The Inside,0.16,0,0,0.01,0.17
Transformers: Prime,0.13,0.03,0,0.01,0.17
Batman Begins,0.12,0.05,0,0,0.17
Transformer: Rise of the Dark Spark,0.09,0.07,0,0.02,0.17
Glover,0.09,0.06,0,0.01,0.17
Dragon Ball GT: Game Boy Advance Video Volume 1,0.12,0.05,0,0,0.17
Luxor 3,0.16,0,0,0.01,0.17
Bratz Kidz,0.16,0,0,0.01,0.17
Fairytale Fights,0.14,0.02,0,0.01,0.17
James Cameron's Dark Angel,0.08,0.07,0,0.02,0.17
MotoGP 09/10,0.07,0.09,0,0.02,0.17
Mahjong Fight Club,0,0,0.17,0,0.17
World Driver Championship,0.14,0.03,0,0,0.17
Bomberman 64: The Second Attack!,0.05,0.01,0.11,0,0.17
Turok 3: Shadow of Oblivion,0.12,0.05,0,0,0.17
Spawn: Armageddon,0.13,0.04,0,0.01,0.17
Codename: Kids Next Door: Game Boy Advance Video Volume 1,0.12,0.05,0,0,0.17
Zoo Hospital,0.14,0.01,0,0.01,0.17
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,0.12,0.05,0,0,0.17
Time and Eternity,0.06,0.03,0.06,0.02,0.17
Major League Baseball 2K9,0.08,0.06,0,0.02,0.17
Gundam Assault Survive,0,0,0.17,0,0.17
Disney TH!NK Fast: The Ultimate Trivia Showdown,0.08,0.06,0,0.02,0.17
Fate/Stay Night [Réalta Nua],0,0,0.17,0,0.17
Disney's Home on the Range,0.12,0.04,0,0,0.17
Sid Meier's Civilization IV,0.02,0.12,0,0.03,0.17
Jikkyou Powerful Pro Yakyuu 2013,0,0,0.17,0,0.17
Space Griffon VF-9,0.02,0.02,0.12,0.01,0.17
Family Feud Decades,0.16,0,0,0.01,0.17
NBA Live 16,0.1,0.04,0,0.03,0.17
CSI: Fatal Conspiracy,0.11,0.04,0,0.01,0.17
Solitaire Overload Plus,0.16,0,0,0.01,0.17
.hack//G.U. Vol.1//Rebirth,0,0,0.17,0,0.17
Gyakuten Saiban 3,0,0,0.16,0,0.17
Tak: Mojo Mistake,0.16,0,0,0.01,0.17
Gallop Racer 2001,0.05,0.04,0.06,0.01,0.17
Nightmare Creatures II,0.09,0.06,0,0.01,0.17
Marble Saga: Kororinpa,0.1,0.06,0,0.02,0.17
Fuzion Frenzy 2,0.14,0.01,0,0.01,0.17
Catwoman,0.08,0.06,0,0.02,0.17
Monsters vs. Aliens,0.12,0.03,0,0.01,0.17
Country Dance: All Stars,0.16,0,0,0.01,0.17
Garfield: Lasagna World Tour,0.08,0.06,0,0.02,0.17
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,0.12,0.04,0,0,0.17
Disney's Planes,0.08,0.07,0,0.02,0.17
Bomberman Land,0.11,0.02,0.03,0.01,0.17
Bomberman B-Daman,0,0,0.17,0,0.17
Terminator 3: The Redemption,0.08,0.06,0,0.02,0.17
World Destruction League: Thunder Tanks,0.09,0.06,0,0.01,0.17
Beat Down: Fists of Vengeance,0.04,0.03,0.09,0.01,0.17
Reloaded,0.09,0.06,0,0.01,0.17
Sword of the Samurai,0,0,0.17,0,0.17
MotoGP 15,0,0.12,0.03,0.02,0.17
SSX On Tour,0.13,0.03,0,0,0.17
Hot Wheels: Beat That!,0.15,0,0,0.01,0.17
G-Force,0.11,0.05,0,0.01,0.17
James Bond 007: Everything or Nothing,0.12,0.04,0,0,0.17
Naruto Shippuden: Ultimate Ninja 5,0,0,0.17,0,0.17
Shrek Extra Large,0.13,0.03,0,0,0.17
Final Fantasy V,0,0,0.16,0.01,0.17
World Tour Soccer 2006,0.08,0.06,0,0.02,0.17
Gunvalkyrie,0.13,0.04,0,0.01,0.17
NickToons: Racing,0.09,0.06,0,0.01,0.17
VR Golf '97,0.09,0.06,0,0.01,0.17
Michael Jackson: The Experience 3D,0.13,0.03,0,0.01,0.17
State of Emergency,0.13,0.04,0,0.01,0.17
Digimon Story: Cyber Sleuth,0,0,0.17,0,0.17
Off-World Interceptor Extreme,0.09,0.06,0,0.01,0.17
Bakugan Battle Brawlers: Defenders of the Core,0.15,0.01,0,0.01,0.17
Disney Golf,0.07,0.06,0.02,0.02,0.17
The Naked Brothers Band: The Video Game,0.08,0.06,0,0.02,0.17
Custom Robo Arena,0.02,0.02,0.12,0,0.17
Clock Tower II: The Struggle Within,0.02,0.01,0.12,0.01,0.17
Batman Beyond: Return of the Joker,0.09,0.06,0,0.01,0.17
Surf's Up,0.15,0,0,0.01,0.17
Jikkyou Powerful Pro Baseball 2016,0,0,0.17,0,0.17
Mega Man Network Transmission,0.13,0.03,0,0,0.17
I'm A Celebrity: Get Me Out of Here!,0,0.16,0,0.01,0.17
Pursuit Force,0.14,0.01,0,0.02,0.17
Densetsu no Stafi 4,0,0,0.17,0,0.17
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),0,0,0.17,0,0.17
Naval Assault: The Killing Tide,0.08,0.07,0,0.02,0.17
Tokimeki Memorial: Private Collection,0,0,0.16,0.01,0.17
RC Revenge Pro,0.08,0.06,0,0.02,0.17
Valkyria Chronicles,0.06,0.04,0.05,0.02,0.17
Hellboy: The Science of Evil,0.13,0.02,0,0.02,0.17
Backyard Wrestling: Don't Try This at Home,0.13,0.04,0,0.01,0.17
Zoo Keeper,0.1,0.01,0.05,0.01,0.17
Gauntlet: Dark Legacy,0.13,0.04,0,0.01,0.17
Toukiden Kiwami,0.05,0.07,0.02,0.02,0.17
Far East of Eden II: Manji Maru,0,0,0.17,0,0.17
Lost Kingdoms,0.1,0.02,0.04,0,0.17
WRC 2: FIA World Rally Championship,0,0.13,0,0.04,0.17
Blood Bowl,0.13,0.03,0,0.01,0.17
Matchbox Cross Town Heroes,0.12,0.04,0,0,0.17
Wolfenstein 3D,0.12,0.04,0,0,0.17
Nobunaga no Yabou: Tenshoki,0,0,0.17,0,0.17
Learning to Spell,0.16,0,0,0.01,0.17
"Go, Diego, Go! Safari Rescue",0.15,0.01,0,0.01,0.17
Super Power League,0,0,0.17,0,0.17
Easy Piano,0.04,0.11,0,0.02,0.17
Street Fighter Alpha 2,0,0,0.17,0,0.17
Dragon Quest X,0,0,0.17,0,0.17
Payday 2,0.08,0.07,0,0.01,0.17
25 to Life,0.12,0.04,0,0.01,0.17
Sumikko Gurashi: Koko ga Ochitsukundesu,0,0,0.17,0,0.17
NASCAR '15,0.15,0,0,0.02,0.17
TransFormers Animated: The Game,0.15,0.01,0,0.01,0.17
Fracture,0.11,0.04,0,0.02,0.17
Sega Superstars,0.08,0.06,0,0.02,0.17
Midway Arcade Treasures,0.13,0.03,0,0,0.17
Leisure Suit Larry: Magna Cum Laude,0.12,0.04,0,0.01,0.17
Mousetrap / Operation / Simon,0.12,0.04,0,0,0.17
Klonoa,0.11,0.02,0.03,0.01,0.17
Splatterhouse,0.13,0.02,0,0.02,0.17
NBA 09: The Inside,0.08,0.06,0,0.02,0.17
Spyro: Shadow Legacy,0.14,0.01,0,0.01,0.17
Resident Evil,0,0,0.17,0,0.17
Wildstar,0.08,0.07,0,0.02,0.17
Dragon Ball: Fusions,0,0,0.17,0,0.17
Apache: Air Assault,0.12,0.04,0,0.01,0.17
TOEIC Test Training DS,0,0,0.17,0,0.17
Jikkyou Powerful Pro Yakyuu 2014,0,0,0.17,0,0.17
Senran Kagura: Estival Versus,0.07,0,0.08,0.02,0.17
Itoi Shigesato no Bass Tsuri No. 1,0,0,0.17,0,0.17
Cubivore: Survival of the Fittest,0.01,0,0.15,0,0.17
The Sims 3: Seasons,0,0.13,0,0.03,0.17
Anarchy Reigns,0.11,0.02,0.02,0.01,0.17
FlatOut,0.12,0.04,0,0.01,0.17
Project X Zone 2: Brave New World,0.04,0.04,0.08,0.01,0.17
NCAA Basketball 09,0.15,0,0,0.01,0.17
Bakugan Battle Brawlers: Defenders of the Core,0.14,0.01,0,0.02,0.17
Mr. Do!'s Castle,0.15,0.01,0,0,0.17
Death Trap,0.15,0.01,0,0,0.17
Armor Ambush,0.15,0.01,0,0,0.17
Parodius,0,0,0.16,0,0.17
Thrillville: Off the Rails,0.13,0.02,0,0.01,0.16
Hyperdimension Neptunia Victory,0.05,0.03,0.06,0.02,0.16
Taz Wanted,0.08,0.06,0,0.02,0.16
Mobile Suit Gundam: Extreme VS Force,0,0,0.16,0,0.16
Sid Meier's Pirates!,0.13,0.02,0,0.01,0.16
MLB 16: The Show,0.13,0,0,0.03,0.16
Phantasy Star Online 2,0,0,0.16,0,0.16
Vehicular Combat League presents Motor Mayhem,0.08,0.06,0,0.02,0.16
PoPoLoCrois: Hajimari no Bouken,0,0,0.16,0,0.16
Star Wars: Super Bombad Racing,0.08,0.06,0,0.02,0.16
Hamster Heroes,0.16,0,0,0,0.16
Hot Wheels Velocity X,0.12,0.04,0,0,0.16
Ar Nosurge: Ode to an Unborn Star,0.05,0.04,0.06,0.02,0.16
Chaotic: Shadow Warriors,0.15,0,0,0.01,0.16
Leisure Suit Larry: Box Office Bust,0.14,0.01,0,0.01,0.16
Alien Resurrection,0.09,0.06,0,0.01,0.16
World Tour Soccer 2005,0.08,0.06,0,0.02,0.16
Dungeon Siege: Throne of Agony,0.13,0.02,0,0.02,0.16
Spider-Man: Web of Shadows - Amazing Allies Edition,0.12,0.02,0,0.02,0.16
F1 2011,0.07,0.08,0,0.02,0.16
Rio,0.12,0.03,0,0.01,0.16
Gunslingers,0.08,0.06,0,0.02,0.16
Create,0.11,0.03,0,0.02,0.16
Lufia: Curse of the Sinistrals,0.12,0,0.03,0.01,0.16
El Shaddai: Ascension of the Metatron,0.07,0.05,0.03,0.01,0.16
ESPN College Hoops,0.08,0.06,0,0.02,0.16
Thor: God of Thunder,0.11,0.04,0,0.01,0.16
F1 Championship Season 2000,0.06,0.05,0.03,0.02,0.16
Guilty Gear Judgment,0.13,0,0.02,0.01,0.16
Pen 1 Grand Prix: Penguin no Mondai Special,0,0,0.16,0,0.16
Clash of the Titans,0.08,0.06,0,0.02,0.16
Around the World in 80 Days,0,0.14,0,0.02,0.16
Robotech: Battlecry,0.13,0.03,0,0,0.16
True Swing Golf,0.11,0,0.04,0.01,0.16
Zapper: One Wicked Cricket!,0.08,0.06,0,0.02,0.16
Bomberman Land,0,0,0.15,0.01,0.16
Paws & Claws: Pet Resort,0.12,0.04,0,0,0.16
Kya: Dark Lineage,0.08,0.06,0,0.02,0.16
Dynasty Warriors 8: Xtreme Legends,0.02,0.03,0.11,0.01,0.16
Curious George,0.12,0.04,0,0,0.16
Monster Jam,0.15,0,0,0.01,0.16
Medieval Games,0.14,0.01,0,0.01,0.16
Stronghold 3,0.06,0.1,0,0,0.16
The Amazing Spider-Man (Console Version),0.11,0.04,0,0.01,0.16
Kid Adventures: Sky Captain,0.11,0.04,0,0.01,0.16
Lethal Skies II,0.08,0.06,0,0.02,0.16
Doctor Lautrec and the Forgotten Knights,0.07,0.05,0.03,0.01,0.16
Disney's American Dragon Jake Long: Attack of the Dark Dragon,0.15,0,0,0.01,0.16
Godzilla Unleashed,0.15,0,0,0.01,0.16
Kamaitachi no Yoru × 3,0,0,0.16,0,0.16
Tom and Jerry: Infurnal Escape,0.12,0.04,0,0,0.16
The Legend of Heroes VII: The Trail of Zero,0,0,0.16,0,0.16
Warriors Orochi 3,0.09,0.03,0.03,0.01,0.16
King's Field,0.09,0.06,0,0.01,0.16
Hannah Montana: Rock Out the Show,0.13,0.01,0,0.02,0.16
Let's Ride: Sunshine Stables,0.12,0.04,0,0,0.16
World Stadium 4,0,0,0.15,0.01,0.16
Midway Arcade Treasures 2,0.13,0.03,0,0,0.16
Hot Wheels World Race,0.13,0.03,0,0,0.16
San Goku Shi Taisen DS,0,0,0.16,0,0.16
Kawa no Nushi Tsuri,0,0,0.15,0.01,0.16
N2O: Nitrous Oxide,0.09,0.06,0,0.01,0.16
Magic: The Gathering - Battlegrounds,0.12,0.03,0,0.01,0.16
Heroes over Europe,0.12,0.02,0,0.02,0.16
Dancing With The Stars,0.08,0.06,0,0.02,0.16
Major League Baseball 2K12,0.15,0,0,0.01,0.16
Pro Evolution Soccer 2015,0.05,0.1,0,0.01,0.16
Bladestorm: Nightmare,0.07,0.04,0.03,0.02,0.16
Otogirisou,0,0,0.16,0,0.16
SD Gundam G Generation 3D,0,0,0.16,0,0.16
Crash Tag Team Racing,0.12,0.03,0,0,0.16
Grease Dance,0.11,0.03,0,0.01,0.16
Ready 2 Rumble Revolution,0.15,0,0,0.01,0.16
My Baby 3 & Friends,0.13,0.02,0,0.01,0.16
NASCAR '14,0.15,0,0,0.01,0.16
TimeSplitters: Future Perfect,0.12,0.03,0,0.01,0.16
Midway Arcade Treasures 3,0.08,0.06,0,0.02,0.16
Dr. Muto,0.08,0.06,0,0.02,0.16
Beowulf: The Game,0.14,0.01,0,0.01,0.16
Puzzle Quest: Galactrix,0.15,0,0,0.01,0.16
DS Rakubiki Jiten,0,0,0.16,0,0.16
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,0.08,0.06,0,0.02,0.16
Fatal Frame II: Crimson Butterfly,0.08,0.06,0,0.02,0.16
Angry Birds Trilogy,0.12,0.02,0,0.02,0.16
Dewy's Adventure,0.14,0,0.01,0.01,0.16
Shadow Man: 2econd Coming,0.08,0.06,0,0.02,0.16
Yu-Gi-Oh! 5D's Tag Force 6,0,0,0.16,0,0.16
NPPL: Championship Paintball 2009,0.15,0,0,0.01,0.16
Dynasty Warriors 4,0.12,0.03,0,0.01,0.16
Wakeboarding Unleashed Featuring Shaun Murray,0.08,0.06,0,0.02,0.16
The Incredibles: Rise of the Underminer,0.12,0.03,0,0,0.16
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,0,0,0.16,0,0.16
Alone in the Dark: The New Nightmare,0.09,0.06,0,0.01,0.16
The BIGS,0.15,0,0,0.01,0.16
Flushed Away,0.12,0.03,0,0,0.16
Eragon,0.13,0.02,0,0.01,0.16
Scarface: Money. Power. Respect.,0.15,0,0,0.01,0.16
Summon Night EX-Thesis: Yoake no Tsubasa,0,0,0.16,0,0.16
Pro Yaky? Spirits 3,0,0,0.16,0,0.16
Silent Scope 3,0.08,0.06,0,0.02,0.16
World Series of Poker: Tournament of Champions 2007 Edition,0.15,0,0,0.01,0.16
NASCAR Heat 2002,0.12,0.04,0,0,0.16
Namco Classic Fighter Collection,0.08,0.06,0,0.02,0.16
International Superstar Soccer Deluxe,0,0,0.16,0,0.16
TNA iMPACT!,0.14,0.01,0,0.01,0.16
